"FIPS","date_partial_school_closed","date_all_school_closed","earliest_date_school_closed"
16025,"NA","2020-03-17",2020-03-17
16027,"NA","2020-03-18",2020-03-18
16029,"2020-03-17","2020-03-23",2020-03-17
16031,"NA","2020-03-17",2020-03-17
16033,"NA","2020-03-17",2020-03-17
16035,"NA","2020-03-18",2020-03-18
16037,"NA","2020-03-18",2020-03-18
16039,"2020-03-16","2020-03-18",2020-03-16
16041,"NA","2020-03-17",2020-03-17
16043,"NA","2020-03-18",2020-03-18
16045,"NA","2020-03-17",2020-03-17
16047,"2020-03-16","2020-03-18",2020-03-16
16049,"NA","2020-03-18",2020-03-18
16051,"2020-03-18","2020-03-19",2020-03-18
16053,"NA","2020-03-18",2020-03-18
16055,"2020-03-16","2020-03-19",2020-03-16
16057,"2020-03-16","2020-03-20",2020-03-16
16059,"NA","2020-03-19",2020-03-19
16061,"2020-03-17","2020-03-20",2020-03-17
16063,"NA","2020-03-18",2020-03-18
16065,"NA","2020-03-18",2020-03-18
16067,"NA","2020-03-18",2020-03-18
16069,"2020-03-16","2020-03-18",2020-03-16
16071,"NA","2020-03-18",2020-03-18
16073,"2020-03-17","2020-03-19",2020-03-17
16075,"NA","2020-03-18",2020-03-18
16077,"2020-03-19","2020-03-20",2020-03-19
16079,"2020-03-18","2020-03-19",2020-03-18
16081,"NA","2020-03-16",2020-03-16
16083,"2020-03-16","2020-03-18",2020-03-16
16085,"NA","2020-03-17",2020-03-17
16087,"2020-03-17","2020-03-19",2020-03-17
18001,"NA","2020-03-16",2020-03-16
18003,"NA","2020-03-16",2020-03-16
18005,"NA","2020-03-16",2020-03-16
18007,"NA","2020-03-16",2020-03-16
18009,"NA","2020-03-16",2020-03-16
18011,"NA","2020-03-13",2020-03-13
18013,"NA","2020-03-16",2020-03-16
18015,"NA","2020-03-16",2020-03-16
18017,"NA","2020-03-16",2020-03-16
18019,"2020-03-13","2020-03-16",2020-03-13
18021,"NA","2020-03-16",2020-03-16
18023,"NA","2020-03-16",2020-03-16
18025,"NA","NA",NA
18027,"NA","2020-03-16",2020-03-16
18029,"NA","2020-03-16",2020-03-16
18031,"NA","2020-03-09",2020-03-09
18033,"NA","2020-03-16",2020-03-16
18035,"NA","2020-03-16",2020-03-16
18037,"NA","2020-03-16",2020-03-16
18039,"2020-03-16","2020-03-17",2020-03-16
18041,"NA","2020-03-16",2020-03-16
18043,"NA","2020-03-16",2020-03-16
18045,"NA","2020-03-16",2020-03-16
18047,"NA","2020-03-16",2020-03-16
18049,"2020-03-13","2020-03-16",2020-03-13
18051,"NA","2020-03-16",2020-03-16
18053,"NA","2020-03-16",2020-03-16
18055,"NA","2020-03-16",2020-03-16
18057,"NA","2020-03-16",2020-03-16
18059,"NA","2020-03-16",2020-03-16
18061,"NA","2020-03-16",2020-03-16
18063,"2020-03-09","2020-03-16",2020-03-09
18065,"NA","2020-03-16",2020-03-16
18067,"NA","2020-03-16",2020-03-16
18069,"NA","2020-03-16",2020-03-16
18071,"NA","2020-03-16",2020-03-16
18073,"NA","2020-03-16",2020-03-16
18075,"NA","2020-03-16",2020-03-16
18077,"NA","2020-03-16",2020-03-16
18079,"NA","2020-03-16",2020-03-16
18081,"2020-03-09","2020-03-16",2020-03-09
18083,"NA","2020-03-16",2020-03-16
18085,"NA","2020-03-16",2020-03-16
18087,"2020-03-17","2020-03-19",2020-03-17
18089,"NA","2020-03-16",2020-03-16
18091,"NA","2020-03-16",2020-03-16
18093,"NA","2020-03-16",2020-03-16
18095,"NA","2020-03-16",2020-03-16
18097,"NA","2020-03-13",2020-03-13
18099,"NA","2020-03-16",2020-03-16
18101,"NA","2020-03-16",2020-03-16
18103,"NA","2020-03-16",2020-03-16
18105,"NA","2020-03-13",2020-03-13
18107,"NA","2020-03-16",2020-03-16
18109,"NA","2020-03-16",2020-03-16
18111,"NA","2020-03-16",2020-03-16
18113,"2020-03-16","2020-03-17",2020-03-16
18115,"NA","2020-03-16",2020-03-16
18117,"NA","2020-03-16",2020-03-16
18119,"NA","2020-03-16",2020-03-16
18121,"NA","2020-03-16",2020-03-16
18123,"NA","2020-03-16",2020-03-16
18125,"NA","2020-03-16",2020-03-16
18127,"NA","2020-03-16",2020-03-16
18129,"NA","2020-03-16",2020-03-16
18131,"NA","2020-03-16",2020-03-16
18133,"NA","2020-03-16",2020-03-16
18135,"NA","2020-03-16",2020-03-16
18137,"NA","2020-03-16",2020-03-16
18139,"NA","2020-03-16",2020-03-16
18141,"2020-03-13","2020-03-17",2020-03-13
18143,"NA","2020-03-16",2020-03-16
18145,"NA","2020-03-16",2020-03-16
18147,"NA","2020-03-16",2020-03-16
18149,"NA","2020-03-16",2020-03-16
18151,"NA","2020-03-17",2020-03-17
18153,"NA","2020-03-16",2020-03-16
18155,"NA","2020-03-16",2020-03-16
18157,"NA","2020-03-16",2020-03-16
18159,"NA","2020-03-16",2020-03-16
18161,"NA","2020-03-16",2020-03-16
18163,"NA","2020-03-16",2020-03-16
18165,"NA","2020-03-16",2020-03-16
18167,"NA","2020-03-16",2020-03-16
18169,"NA","2020-03-16",2020-03-16
18171,"2020-03-16","2020-03-17",2020-03-16
18173,"NA","2020-03-16",2020-03-16
18175,"NA","2020-03-16",2020-03-16
18177,"NA","2020-03-16",2020-03-16
18179,"NA","2020-03-16",2020-03-16
18181,"NA","2020-03-16",2020-03-16
18183,"NA","2020-03-16",2020-03-16
19001,"NA","2020-03-16",2020-03-16
19003,"NA","NA",NA
19005,"2020-03-16","2020-03-19",2020-03-16
19007,"NA","2020-03-16",2020-03-16
19009,"2020-03-16","2020-03-17",2020-03-16
19011,"NA","2020-03-18",2020-03-18
19013,"NA","2020-03-16",2020-03-16
19015,"2020-03-16","2020-03-18",2020-03-16
19017,"NA","2020-03-16",2020-03-16
19019,"NA","2020-03-17",2020-03-17
19021,"NA","2020-03-16",2020-03-16
19023,"NA","2020-03-16",2020-03-16
19025,"NA","2020-03-16",2020-03-16
19027,"NA","2020-03-16",2020-03-16
19029,"2020-03-16","2020-03-17",2020-03-16
19031,"2020-03-13","2020-03-16",2020-03-13
19033,"NA","2020-03-16",2020-03-16
19035,"NA","2020-03-16",2020-03-16
19037,"NA","2020-03-16",2020-03-16
19039,"NA","2020-03-16",2020-03-16
19041,"NA","2020-03-16",2020-03-16
19043,"2020-03-16","2020-03-20",2020-03-16
19045,"NA","2020-03-16",2020-03-16
19047,"2020-03-16","2020-03-17",2020-03-16
19049,"NA","2020-03-16",2020-03-16
19051,"NA","2020-03-16",2020-03-16
19053,"NA","2020-03-16",2020-03-16
19055,"2020-03-16","2020-03-18",2020-03-16
19057,"NA","2020-03-13",2020-03-13
19059,"NA","2020-03-16",2020-03-16
19061,"NA","2020-03-16",2020-03-16
19063,"NA","2020-03-18",2020-03-18
19065,"2020-03-16","2020-03-18",2020-03-16
19067,"2020-03-09","2020-03-17",2020-03-09
19069,"NA","2020-03-16",2020-03-16
19071,"NA","NA",NA
19073,"NA","2020-03-16",2020-03-16
19075,"NA","2020-03-16",2020-03-16
19077,"NA","2020-03-17",2020-03-17
19079,"2020-03-16","2020-03-17",2020-03-16
19081,"2020-03-16","2020-03-19",2020-03-16
19083,"NA","2020-03-16",2020-03-16
19085,"2020-03-16","2020-03-20",2020-03-16
19087,"NA","2020-03-16",2020-03-16
19089,"2020-03-17","2020-03-18",2020-03-17
19091,"NA","2020-03-16",2020-03-16
19093,"NA","2020-03-16",2020-03-16
19095,"NA","2020-03-16",2020-03-16
19097,"NA","2020-03-16",2020-03-16
19099,"NA","2020-03-17",2020-03-17
19101,"NA","2020-03-16",2020-03-16
19103,"2020-03-16","2020-03-19",2020-03-16
19105,"2020-03-16","2020-03-24",2020-03-16
19107,"2020-03-16","2020-03-20",2020-03-16
19109,"NA","2020-03-16",2020-03-16
19111,"NA","2020-03-16",2020-03-16
19113,"NA","2020-03-16",2020-03-16
19115,"2020-03-13","2020-03-16",2020-03-13
19117,"NA","2020-03-16",2020-03-16
19119,"NA","2020-03-16",2020-03-16
19121,"2020-03-16","2020-03-18",2020-03-16
19123,"2020-03-16","2020-03-17",2020-03-16
19125,"2020-03-16","2020-03-23",2020-03-16
19127,"2020-03-16","2020-03-17",2020-03-16
19129,"2020-03-16","2020-03-17",2020-03-16
19131,"NA","2020-03-13",2020-03-13
19133,"NA","2020-03-16",2020-03-16
19135,"NA","2020-03-16",2020-03-16
19137,"2020-03-16","2020-03-17",2020-03-16
19139,"NA","2020-03-16",2020-03-16
19141,"NA","2020-03-16",2020-03-16
19143,"NA","2020-03-16",2020-03-16
19145,"NA","2020-03-16",2020-03-16
19147,"2020-03-16","2020-03-17",2020-03-16
19149,"NA","2020-03-16",2020-03-16
19151,"NA","2020-03-16",2020-03-16
19153,"NA","2020-03-16",2020-03-16
19155,"2020-03-16","2020-03-17",2020-03-16
19157,"NA","2020-03-16",2020-03-16
19159,"NA","NA",NA
19161,"2020-03-16","2020-03-19",2020-03-16
19163,"NA","2020-03-16",2020-03-16
19165,"2020-03-16","2020-03-17",2020-03-16
19167,"2020-03-16","2020-03-18",2020-03-16
19169,"NA","2020-03-16",2020-03-16
19171,"2020-03-17","2020-03-19",2020-03-17
19173,"NA","2020-03-16",2020-03-16
19175,"2020-03-16","2020-03-18",2020-03-16
19177,"2020-03-16","2020-03-25",2020-03-16
19179,"2020-03-17","2020-03-30",2020-03-17
19181,"2020-03-16","2020-03-23",2020-03-16
19183,"2020-03-13","2020-03-16",2020-03-13
19185,"2020-03-16","2020-03-18",2020-03-16
19187,"2020-03-16","2020-03-17",2020-03-16
19189,"NA","2020-03-16",2020-03-16
19191,"2020-03-16","2020-03-19",2020-03-16
19193,"NA","2020-03-16",2020-03-16
19195,"NA","2020-03-17",2020-03-17
19197,"2020-03-16","2020-03-17",2020-03-16
20001,"NA","2020-03-17",2020-03-17
20003,"NA","2020-03-17",2020-03-17
20005,"NA","2020-03-17",2020-03-17
20007,"NA","2020-03-17",2020-03-17
20009,"NA","2020-03-17",2020-03-17
20011,"NA","2020-03-17",2020-03-17
20013,"NA","2020-03-17",2020-03-17
20015,"NA","2020-03-17",2020-03-17
20017,"NA","2020-03-17",2020-03-17
20019,"NA","2020-03-17",2020-03-17
20021,"NA","2020-03-17",2020-03-17
20023,"NA","2020-03-16",2020-03-16
20025,"2020-03-11","2020-03-13",2020-03-11
20027,"NA","2020-03-16",2020-03-16
20029,"NA","2020-03-09",2020-03-09
20031,"2020-03-13","2020-03-16",2020-03-13
20033,"NA","2020-03-16",2020-03-16
20035,"2020-03-09","2020-03-16",2020-03-09
20037,"NA","2020-03-16",2020-03-16
20039,"NA","2020-03-09",2020-03-09
20041,"2020-03-09","2020-03-16",2020-03-09
20043,"NA","2020-03-06",2020-03-06
20045,"NA","2020-03-09",2020-03-09
20047,"NA","2020-03-13",2020-03-13
20049,"NA","2020-03-16",2020-03-16
20051,"NA","2020-03-16",2020-03-16
20053,"NA","2020-03-13",2020-03-13
20055,"NA","2020-03-16",2020-03-16
20057,"NA","2020-03-13",2020-03-13
20059,"NA","2020-03-13",2020-03-13
20061,"2020-03-06","2020-03-09",2020-03-06
20063,"NA","NA",NA
20065,"NA","2020-03-16",2020-03-16
20067,"NA","2020-03-16",2020-03-16
20069,"NA","2020-03-13",2020-03-13
20071,"NA","2020-03-13",2020-03-13
20073,"NA","2020-03-16",2020-03-16
20075,"NA","2020-03-13",2020-03-13
20077,"NA","2020-03-13",2020-03-13
20079,"NA","2020-03-13",2020-03-13
20081,"NA","NA",NA
20083,"NA","2020-03-16",2020-03-16
20085,"NA","2020-03-09",2020-03-09
20087,"NA","2020-03-16",2020-03-16
20089,"NA","2020-03-16",2020-03-16
20091,"NA","2020-03-16",2020-03-16
20093,"NA","2020-03-16",2020-03-16
20095,"NA","2020-03-16",2020-03-16
20097,"NA","2020-03-16",2020-03-16
20099,"NA","2020-03-13",2020-03-13
20101,"NA","2020-03-16",2020-03-16
20103,"2020-03-06","2020-03-16",2020-03-06
20105,"NA","2020-03-16",2020-03-16
20107,"NA","2020-03-13",2020-03-13
20109,"NA","2020-03-16",2020-03-16
20111,"NA","2020-03-16",2020-03-16
20113,"NA","2020-03-09",2020-03-09
20115,"NA","2020-03-12",2020-03-12
20117,"2020-03-09","2020-03-16",2020-03-09
20119,"NA","2020-03-16",2020-03-16
20121,"NA","2020-03-13",2020-03-13
20123,"NA","2020-03-13",2020-03-13
20125,"NA","2020-03-16",2020-03-16
20127,"NA","2020-03-16",2020-03-16
20129,"NA","2020-03-06",2020-03-06
20131,"NA","2020-03-16",2020-03-16
20133,"NA","2020-03-16",2020-03-16
20135,"NA","2020-03-16",2020-03-16
20137,"NA","2020-03-16",2020-03-16
20139,"2020-03-06","2020-03-16",2020-03-06
20141,"NA","2020-03-16",2020-03-16
20143,"NA","2020-03-13",2020-03-13
20145,"NA","2020-03-09",2020-03-09
20147,"NA","2020-03-16",2020-03-16
20149,"NA","2020-03-13",2020-03-13
20151,"NA","2020-03-13",2020-03-13
20153,"NA","2020-03-16",2020-03-16
20155,"NA","2020-03-16",2020-03-16
20157,"NA","2020-03-16",2020-03-16
20159,"2020-03-13","2020-03-16",2020-03-13
20161,"NA","2020-03-06",2020-03-06
20163,"2020-03-12","2020-03-16",2020-03-12
20165,"NA","2020-03-16",2020-03-16
20167,"NA","2020-03-16",2020-03-16
20169,"NA","2020-03-09",2020-03-09
20171,"NA","2020-03-16",2020-03-16
20173,"NA","2020-03-16",2020-03-16
20175,"NA","2020-03-06",2020-03-06
20177,"NA","2020-03-09",2020-03-09
20179,"NA","2020-03-16",2020-03-16
20181,"NA","2020-03-13",2020-03-13
20183,"NA","NA",NA
20185,"2020-03-06","2020-03-13",2020-03-06
20187,"NA","2020-03-13",2020-03-13
20189,"NA","2020-03-16",2020-03-16
20191,"2020-03-09","2020-03-12",2020-03-09
20193,"NA","2020-03-13",2020-03-13
20195,"NA","2020-03-16",2020-03-16
20197,"2020-03-06","2020-03-16",2020-03-06
20199,"NA","2020-03-16",2020-03-16
20201,"NA","2020-03-06",2020-03-06
20203,"NA","2020-03-13",2020-03-13
20205,"2020-03-12","2020-03-16",2020-03-12
20207,"NA","2020-03-16",2020-03-16
20209,"NA","2020-03-13",2020-03-13
21001,"NA","NA",NA
21003,"NA","2020-03-16",2020-03-16
21005,"NA","2020-03-17",2020-03-17
21007,"NA","2020-03-16",2020-03-16
21009,"NA","2020-03-16",2020-03-16
21011,"NA","2020-03-16",2020-03-16
21013,"NA","2020-03-16",2020-03-16
21015,"NA","2020-03-17",2020-03-17
21017,"NA","2020-03-16",2020-03-16
21019,"NA","2020-03-16",2020-03-16
21021,"2020-03-13","2020-03-16",2020-03-13
21023,"2020-03-16","2020-03-16",2020-03-16
21025,"NA","2020-03-23",2020-03-23
21027,"2020-03-16","2020-03-16",2020-03-16
21029,"NA","2020-03-16",2020-03-16
21031,"NA","2020-03-16",2020-03-16
21033,"NA","2020-03-16",2020-03-16
21035,"NA","2020-03-16",2020-03-16
21037,"NA","2020-03-16",2020-03-16
21039,"NA","2020-03-16",2020-03-16
21041,"NA","2020-03-16",2020-03-16
21043,"NA","2020-03-16",2020-03-16
21045,"NA","2020-03-16",2020-03-16
21047,"NA","2020-03-13",2020-03-13
21049,"NA","2020-03-16",2020-03-16
21051,"NA","2020-03-16",2020-03-16
21053,"NA","2020-03-16",2020-03-16
21055,"NA","2020-03-16",2020-03-16
21057,"NA","2020-03-17",2020-03-17
21059,"NA","2020-03-16",2020-03-16
21061,"NA","2020-03-16",2020-03-16
21063,"NA","2020-03-16",2020-03-16
21065,"NA","2020-03-16",2020-03-16
21067,"NA","2020-03-16",2020-03-16
21069,"NA","2020-03-16",2020-03-16
21071,"NA","2020-03-16",2020-03-16
21073,"NA","2020-03-16",2020-03-16
21075,"2020-03-16","2020-03-16",2020-03-16
21077,"NA","2020-03-17",2020-03-17
21079,"NA","2020-03-16",2020-03-16
21081,"NA","2020-03-13",2020-03-13
21083,"NA","2020-03-16",2020-03-16
21085,"NA","2020-03-16",2020-03-16
21087,"NA","2020-03-16",2020-03-16
21089,"NA","2020-03-16",2020-03-16
21091,"NA","2020-03-16",2020-03-16
21093,"2020-03-13","2020-03-16",2020-03-13
21095,"NA","2020-03-16",2020-03-16
21097,"NA","2020-03-16",2020-03-16
21099,"NA","2020-03-16",2020-03-16
21101,"NA","2020-03-16",2020-03-16
21103,"NA","2020-03-16",2020-03-16
21105,"NA","2020-03-13",2020-03-13
21107,"NA","2020-03-16",2020-03-16
21109,"NA","2020-03-16",2020-03-16
21111,"NA","2020-03-13",2020-03-13
21113,"NA","2020-03-16",2020-03-16
21115,"NA","2020-03-16",2020-03-16
21117,"NA","2020-03-16",2020-03-16
21119,"NA","2020-03-16",2020-03-16
21121,"NA","2020-03-16",2020-03-16
21123,"NA","2020-03-16",2020-03-16
21125,"NA","2020-03-16",2020-03-16
21127,"NA","2020-03-16",2020-03-16
21129,"NA","2020-03-16",2020-03-16
21131,"NA","2020-03-16",2020-03-16
21133,"NA","2020-03-16",2020-03-16
21135,"NA","2020-03-16",2020-03-16
21137,"NA","2020-03-16",2020-03-16
21139,"NA","2020-03-16",2020-03-16
21141,"NA","2020-03-13",2020-03-13
21143,"NA","2020-03-16",2020-03-16
21145,"NA","2020-03-16",2020-03-16
21147,"NA","2020-03-16",2020-03-16
21149,"NA","2020-03-16",2020-03-16
21151,"NA","2020-03-16",2020-03-16
21153,"NA","2020-03-16",2020-03-16
21155,"NA","2020-03-13",2020-03-13
21157,"NA","2020-03-16",2020-03-16
21159,"NA","2020-03-13",2020-03-13
21161,"NA","2020-03-16",2020-03-16
21163,"NA","2020-03-16",2020-03-16
21165,"NA","2020-03-16",2020-03-16
21167,"NA","2020-03-13",2020-03-13
21169,"NA","2020-03-16",2020-03-16
21171,"NA","2020-03-16",2020-03-16
21173,"NA","2020-03-16",2020-03-16
21175,"NA","2020-03-16",2020-03-16
21177,"NA","2020-03-13",2020-03-13
21179,"2020-03-16","2020-03-16",2020-03-16
21181,"NA","2020-03-17",2020-03-17
21183,"NA","2020-03-16",2020-03-16
21185,"NA","2020-03-16",2020-03-16
21187,"NA","2020-03-16",2020-03-16
21189,"NA","2020-03-12",2020-03-12
21191,"NA","2020-03-16",2020-03-16
21193,"NA","2020-03-16",2020-03-16
21195,"NA","2020-03-16",2020-03-16
21197,"NA","2020-03-13",2020-03-13
21199,"NA","2020-03-17",2020-03-17
21201,"NA","2020-03-16",2020-03-16
21203,"NA","2020-03-13",2020-03-13
21205,"NA","2020-03-16",2020-03-16
21207,"NA","2020-03-13",2020-03-13
21209,"NA","2020-03-16",2020-03-16
21211,"NA","2020-03-13",2020-03-13
21213,"NA","2020-03-16",2020-03-16
21215,"NA","2020-03-16",2020-03-16
21217,"NA","2020-03-16",2020-03-16
21219,"NA","2020-03-16",2020-03-16
21221,"NA","2020-03-16",2020-03-16
21223,"NA","2020-03-16",2020-03-16
21225,"NA","2020-03-16",2020-03-16
21227,"NA","2020-03-16",2020-03-16
21229,"NA","2020-03-16",2020-03-16
21231,"NA","2020-03-16",2020-03-16
21233,"NA","2020-03-16",2020-03-16
21235,"NA","2020-03-16",2020-03-16
21237,"NA","2020-03-16",2020-03-16
21239,"NA","2020-03-16",2020-03-16
22001,"NA","2020-03-16",2020-03-16
22003,"NA","2020-03-16",2020-03-16
22005,"NA","NA",NA
22007,"NA","2020-03-16",2020-03-16
22009,"NA","2020-03-16",2020-03-16
22011,"NA","NA",NA
22013,"NA","NA",NA
22015,"NA","2020-03-16",2020-03-16
22017,"NA","2020-03-16",2020-03-16
22019,"NA","2020-03-16",2020-03-16
22021,"NA","2020-03-16",2020-03-16
22023,"NA","2020-03-17",2020-03-17
22025,"NA","2020-03-16",2020-03-16
22027,"NA","2020-03-16",2020-03-16
22029,"NA","2020-03-16",2020-03-16
22031,"NA","NA",NA
22033,"NA","2020-03-16",2020-03-16
22035,"NA","2020-03-16",2020-03-16
22037,"NA","2020-03-16",2020-03-16
22039,"NA","2020-03-16",2020-03-16
22041,"NA","2020-03-16",2020-03-16
22043,"NA","NA",NA
22045,"NA","2020-03-16",2020-03-16
22047,"NA","2020-03-16",2020-03-16
22049,"NA","NA",NA
22051,"NA","NA",NA
22053,"NA","2020-03-16",2020-03-16
22055,"NA","2020-03-16",2020-03-16
22057,"NA","2020-03-16",2020-03-16
22059,"NA","2020-03-16",2020-03-16
22061,"NA","2020-03-16",2020-03-16
22063,"NA","2020-03-16",2020-03-16
22065,"NA","2020-03-16",2020-03-16
22067,"NA","2020-03-16",2020-03-16
22069,"NA","NA",NA
22071,"NA","2020-03-16",2020-03-16
22073,"NA","2020-03-16",2020-03-16
22075,"NA","2020-03-16",2020-03-16
22077,"NA","2020-03-16",2020-03-16
22079,"NA","2020-03-16",2020-03-16
22081,"NA","2020-03-16",2020-03-16
22083,"NA","2020-03-16",2020-03-16
22085,"NA","NA",NA
22087,"NA","2020-03-16",2020-03-16
22089,"NA","2020-03-16",2020-03-16
22091,"NA","2020-03-16",2020-03-16
22093,"NA","2020-03-16",2020-03-16
22095,"NA","2020-03-16",2020-03-16
22097,"NA","2020-03-16",2020-03-16
22099,"NA","NA",NA
22101,"NA","NA",NA
22103,"NA","2020-03-16",2020-03-16
22105,"NA","2020-03-16",2020-03-16
22107,"NA","2020-03-16",2020-03-16
22109,"NA","NA",NA
22111,"NA","2020-03-16",2020-03-16
22113,"NA","NA",NA
22115,"NA","2020-03-16",2020-03-16
22117,"NA","2020-03-16",2020-03-16
22119,"NA","2020-03-16",2020-03-16
22121,"NA","2020-03-16",2020-03-16
22123,"NA","2020-03-16",2020-03-16
22125,"NA","2020-03-09",2020-03-09
22127,"NA","2020-03-16",2020-03-16
23001,"2020-03-16","NA",2020-03-16
23003,"NA","2020-03-17",2020-03-17
23005,"NA","2020-03-16",2020-03-16
23007,"NA","2020-03-16",2020-03-16
23009,"2020-03-16","2020-03-16",2020-03-16
23011,"NA","2020-03-17",2020-03-17
23013,"NA","2020-03-16",2020-03-16
23015,"NA","2020-03-16",2020-03-16
23017,"NA","2020-03-16",2020-03-16
23019,"2020-03-16","2020-03-16",2020-03-16
23021,"2020-03-16","2020-03-17",2020-03-16
23023,"NA","2020-03-17",2020-03-17
23025,"NA","2020-03-16",2020-03-16
23027,"NA","2020-03-16",2020-03-16
23029,"2020-03-16","2020-03-16",2020-03-16
23031,"NA","2020-03-17",2020-03-17
24001,"NA","2020-03-16",2020-03-16
24003,"NA","2020-03-16",2020-03-16
24005,"NA","2020-03-16",2020-03-16
24009,"NA","2020-03-16",2020-03-16
24011,"NA","2020-03-16",2020-03-16
24013,"NA","2020-03-16",2020-03-16
24015,"NA","2020-03-16",2020-03-16
24017,"NA","2020-03-16",2020-03-16
24019,"NA","2020-03-16",2020-03-16
24021,"NA","2020-03-16",2020-03-16
24023,"NA","2020-03-16",2020-03-16
24025,"NA","2020-03-16",2020-03-16
24027,"2020-03-13","2020-03-16",2020-03-13
24029,"NA","2020-03-16",2020-03-16
24031,"NA","2020-03-16",2020-03-16
24033,"NA","2020-03-16",2020-03-16
24035,"NA","2020-03-16",2020-03-16
24037,"NA","NA",NA
24039,"NA","NA",NA
24041,"NA","NA",NA
24043,"NA","NA",NA
24045,"NA","NA",NA
24047,"NA","NA",NA
24510,"NA","NA",NA
25001,"NA","NA",NA
25003,"NA","2020-03-16",2020-03-16
25005,"2020-03-16","2020-03-16",2020-03-16
25007,"NA","2020-03-17",2020-03-17
25009,"NA","2020-03-16",2020-03-16
25011,"NA","2020-03-16",2020-03-16
25013,"2020-03-13","2020-03-13",2020-03-13
25015,"NA","2020-03-16",2020-03-16
25017,"2020-03-12","2020-03-16",2020-03-12
25019,"NA","2020-03-16",2020-03-16
25021,"2020-03-13","2020-03-17",2020-03-13
25023,"NA","2020-03-16",2020-03-16
25025,"NA","2020-03-16",2020-03-16
25027,"2020-03-13","2020-03-17",2020-03-13
27001,"NA","2020-03-16",2020-03-16
27003,"2020-03-06","2020-03-18",2020-03-06
27005,"NA","2020-03-13",2020-03-13
27007,"NA","2020-03-17",2020-03-17
27009,"NA","2020-03-18",2020-03-18
27011,"NA","2020-03-16",2020-03-16
27013,"NA","2020-03-18",2020-03-18
27015,"NA","2020-03-13",2020-03-13
27017,"NA","2020-03-18",2020-03-18
27019,"NA","2020-03-18",2020-03-18
27021,"2020-03-09","2020-03-16",2020-03-09
27023,"2020-03-17","2020-03-18",2020-03-17
27025,"2020-03-09","2020-03-18",2020-03-09
27027,"2020-03-11","2020-03-18",2020-03-11
27029,"NA","2020-03-18",2020-03-18
27031,"NA","2020-03-18",2020-03-18
27033,"NA","2020-03-18",2020-03-18
27035,"NA","2020-03-17",2020-03-17
27037,"NA","2020-03-16",2020-03-16
27039,"2020-03-17","2020-03-16",2020-03-16
27041,"NA","2020-03-18",2020-03-18
27043,"NA","2020-03-18",2020-03-18
27045,"NA","2020-03-17",2020-03-17
27047,"NA","2020-03-18",2020-03-18
27049,"2020-03-13","2020-03-09",2020-03-09
27051,"NA","2020-03-18",2020-03-18
27053,"2020-03-16","2020-03-18",2020-03-16
27055,"NA","2020-03-17",2020-03-17
27057,"NA","2020-03-18",2020-03-18
27059,"NA","2020-03-17",2020-03-17
27061,"NA","2020-03-06",2020-03-06
27063,"NA","2020-03-18",2020-03-18
27065,"NA","2020-03-17",2020-03-17
27067,"NA","2020-03-18",2020-03-18
27069,"NA","2020-03-18",2020-03-18
27071,"2020-03-16","2020-03-18",2020-03-16
27073,"NA","2020-03-18",2020-03-18
27075,"NA","2020-03-17",2020-03-17
27077,"NA","2020-03-18",2020-03-18
27079,"NA","2020-03-18",2020-03-18
27081,"NA","2020-03-16",2020-03-16
27083,"NA","2020-03-13",2020-03-13
27085,"NA","2020-03-18",2020-03-18
27087,"NA","2020-03-06",2020-03-06
27089,"NA","2020-03-18",2020-03-18
27091,"2020-03-17","2020-03-18",2020-03-17
27093,"2020-03-16","2020-03-18",2020-03-16
27095,"2020-03-16","2020-03-17",2020-03-16
27097,"NA","2020-03-18",2020-03-18
27099,"NA","2020-03-17",2020-03-17
27101,"NA","2020-03-18",2020-03-18
27103,"NA","2020-03-17",2020-03-17
27105,"2020-03-16","2020-03-16",2020-03-16
27107,"NA","2020-03-18",2020-03-18
27109,"NA","2020-03-18",2020-03-18
27111,"2020-03-17","2020-03-18",2020-03-17
27113,"2020-03-18","2020-03-18",2020-03-18
27115,"NA","NA",NA
27117,"NA","2020-03-18",2020-03-18
27119,"NA","2020-03-18",2020-03-18
27121,"NA","2020-03-18",2020-03-18
27123,"2020-03-06","2020-03-18",2020-03-06
27125,"NA","2020-03-16",2020-03-16
27127,"2020-03-16","2020-03-18",2020-03-16
27129,"NA","2020-03-18",2020-03-18
27131,"NA","2020-03-17",2020-03-17
27133,"2020-03-17","2020-03-09",2020-03-09
27135,"2020-03-18","NA",2020-03-18
27137,"NA","NA",NA
27139,"2020-03-09","2020-03-18",2020-03-09
27141,"NA","2020-03-18",2020-03-18
27143,"2020-03-13","2020-03-16",2020-03-13
27145,"NA","NA",NA
27147,"NA","2020-03-16",2020-03-16
27149,"2020-03-16","2020-03-18",2020-03-16
27151,"NA","2020-03-18",2020-03-18
27153,"NA","2020-03-16",2020-03-16
27155,"NA","2020-03-18",2020-03-18
27157,"2020-03-16","2020-03-18",2020-03-16
27159,"2020-03-17","2020-03-18",2020-03-17
27161,"NA","2020-03-18",2020-03-18
27163,"NA","2020-03-16",2020-03-16
27165,"NA","2020-03-09",2020-03-09
27167,"NA","2020-03-18",2020-03-18
27169,"NA","2020-03-18",2020-03-18
27171,"2020-03-06","2020-03-09",2020-03-06
27173,"NA","2020-03-17",2020-03-17
28001,"NA","2020-03-17",2020-03-17
28003,"NA","2020-03-09",2020-03-09
